["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.9049312435416666e+14 5.5670389374183208e-03 -1.9697414562091269e+00
1.9361596245833331e+14 4.5038782012485536e-03 -3.3981275089712235e+00
1.9673880056250000e+14 1.0279416704746813e-02 -3.3298910691034617e-01
1.9986163866666666e+14 6.8171463425662458e-03 1.6852596327491468e-01
("port 3","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.6503631435940098e-01 1.8784962278590727e+00
1.9049312435416666e+14 4.4663034634077842e-01 -4.4779211541622049e-01
1.9361596245833331e+14 5.2342122225821719e-01 -2.8016746627319886e+00
1.9673880056250000e+14 5.9163143787924555e-01 -5.1630102761732921e+00
1.9986163866666666e+14 6.5024377123329014e-01 -7.5240334717828645e+00
("port 4","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.0900017152107937e-01 -2.1973678469717171e+00
1.9049312435416666e+14 8.7824540061407130e-01 -4.9935590618229577e+00
1.9361596245833331e+14 8.3670909532699822e-01 -7.7615585339469924e+00
1.9673880056250000e+14 7.8891210097834230e-01 -1.0507855228434485e+01
1.9986163866666666e+14 7.3777672151964924e-01 -1.3237982468951870e+01
("port 4","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 5.5928111787211931e-04 -2.9650927382191914e+00
1.9049312435416666e+14 2.4130143112825924e-03 -3.4541864035228267e+00
1.9361596245833331e+14 3.3867829994877036e-03 -6.3899387841083994e+00
1.9673880056250000e+14 2.1012395117176938e-03 -9.4081322421515807e+00
1.9986163866666666e+14 1.0326897036277852e-03 -8.6476737756182196e+00
("port 4","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.6503604975100812e-01 1.8784962061473531e+00
1.9049312435416666e+14 4.4662958280201803e-01 -4.4779235585885424e-01
1.9361596245833331e+14 5.2342091850496297e-01 -2.8016750810819797e+00
1.9673880056250000e+14 5.9163143227430037e-01 -5.1630107887196965e+00
1.9986163866666666e+14 6.5024323659245364e-01 -7.5240312712466713e+00
("port 4","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.7472320760908920e-03 -2.9417280753893285e+00
1.9049312435416666e+14 5.4900468613607268e-03 -1.8896469357441601e+00
1.9361596245833331e+14 4.9168885570534922e-03 -3.3686727555196154e+00
1.9673880056250000e+14 1.0517177348694949e-02 -3.3407775204134560e-01
1.9986163866666666e+14 6.5881220340428199e-03 2.3547451369807457e-01
