["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.9361596245833331e+14 8.0591335636727140e-03 5.1365665806436391e+00
1.9673880056250000e+14 5.2214387088474331e-04 2.1284954239361067e+00
1.9986163866666666e+14 1.0053439818848023e-02 -1.8805112866082693e-01
("port 3","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 6.1317762547054666e-01 2.0486163225025069e+00
1.9049312435416666e+14 6.8145448284606780e-01 -3.8371328485408801e-01
1.9361596245833331e+14 7.3757028813138126e-01 -2.7981808674784934e+00
1.9673880056250000e+14 7.8264066940324040e-01 -5.1961876655217463e+00
1.9986163866666666e+14 8.1802696179675660e-01 -7.5802954092026882e+00
("port 4","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 7.6019831515601732e-01 -2.2704121419128942e+00
1.9049312435416666e+14 7.0821331209779448e-01 -5.0624033133883870e+00
1.9361596245833331e+14 6.5284455716848289e-01 -7.8259993758891548e+00
1.9673880056250000e+14 5.9745427278924157e-01 -1.0567783476358759e+01
1.9986163866666666e+14 5.4375019930655499e-01 -1.3293599312545698e+01
("port 4","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.4834010186653635e-04 4.8719885687525744e-01
1.9049312435416666e+14 1.0793782370848266e-03 -1.6594233282702398e+00
1.9361596245833331e+14 5.4575913906224625e-04 -3.9336323736348699e+00
1.9673880056250000e+14 6.3824366032612530e-04 -4.9025406769013795e+00
1.9986163866666666e+14 1.0451450522797959e-03 -7.8944934953292591e+00
("port 4","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 6.1317693807605067e-01 2.0486165644002918e+00
1.9049312435416666e+14 6.8145330264008519e-01 -3.8371391578243491e-01
1.9361596245833331e+14 7.3756994890655803e-01 -2.7981809549760750e+00
1.9673880056250000e+14 7.8264054281459683e-01 -5.1961871910769393e+00
1.9986163866666666e+14 8.1802698919034189e-01 -7.5802940605858327e+00
("port 4","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.2166942311234121e-03 3.0910338429187187e+00
1.9049312435416666e+14 5.4103328589181062e-03 3.6415108168922368e+00
1.9361596245833331e+14 8.0135770872320281e-03 5.0643829920354655e+00
1.9673880056250000e+14 6.3956974357387748e-04 8.0260222657511733e+00
1.9986163866666666e+14 9.8824620501493290e-03 6.1223992207478837e+00
